X-1,Y-1,X-2,Y-2,X-3,Y-3,X-4,Y-4,X-5,Y-5,X-6,Y-6,X-7,Y-7,X-8,Y-8,X-9,Y-9,X-10,Y-10,roll,pitch,yaw
0.0,0.0,0.09689855698322775,-0.9727218733594665,0.1478993166011723,-1.5757514492588198,-1.0003329976793953,-0.944344727443465,-0.6987767914557788,0.37717009983805144,-0.03839185365139267,0.9992627610259526,-0.4618924058556741,-0.9200868958526889,0.8667173573202878,-0.7131474893674802,1.2955563931119687,-0.8060553162836026,0.7672147887169519,0.5465217733073829,0.08567621558904648,-0.3992307782173157,0.01822657883167267
0.0,0.0,0.29614173465892146,-0.6252032568086452,0.3819237625420099,-0.979259650100425,0.4384082844858084,-0.33578700440736053,0.43294586760648757,0.6261788843033738,0.3849622348697691,0.9229323256469418,0.26816512647474344,-0.47136772398563337,0.9195623750619375,-0.38692461749812174,1.7301168322285299,-0.2807888842563339,1.2166822448525216,0.8100924250614583,0.3009588122367859,0.47006502747535706,1.1895333528518677
0.0,0.0,-0.06546484924667012,-0.7007692495525348,-0.08833736662495788,-1.1314636810383414,-1.1134266259206667,-0.45002170025876564,-0.8123537343258469,0.6364988608451482,-0.05536128326720091,0.9984663881748893,-0.5617612405903462,-0.5362045516762461,0.5061955531604369,-0.5086315797250599,0.7311576154649757,-0.5008945036403213,0.5157590883890469,0.582014076086351,-0.23685243725776672,-0.1846497654914856,0.8811366558074951
0.0,0.0,-0.1654127912283513,-0.8764793292608491,-0.2638441016529205,-1.2560330095205765,-0.5915300688862335,-0.4590332166143282,0.007565001313676733,0.47010011894792575,0.5749784199357948,0.8181685746886989,-0.4320491408189282,-0.5967009417366815,0.6871606482983789,-0.8890777191097784,1.2452062659588419,-1.1230327306392003,1.2643777224133035,0.1580183289694809,-0.37337449193000793,-0.17537863552570343,0.29920831322669983
0.0,0.0,-0.09694401576620724,-0.6059744690450451,-0.17471979517216674,-1.0187141723057473,-0.7934092911074374,-0.1459231767401235,-0.36105668156799403,0.8205139655884586,0.2494724881682504,0.9683818862655075,-0.4319918080472751,-0.39814408819556935,0.48080836940833016,-0.517870448249038,0.8598246023378083,-0.5081871096585678,0.8041947468387195,0.5698556113237638,-0.22066211700439453,-0.026811733841896057,0.011965370737016201
0.0,0.0,0.02115764407517519,-0.5732972001965663,0.022325272363420565,-0.9385113876626664,-0.6653306169005042,-0.19574965435493724,-0.4334458967168113,0.7652064421013942,0.09428239417783756,0.9955454937611314,-0.31831303074920736,-0.38375380367050094,0.5852450462625476,-0.3468933629237502,0.971136330055156,-0.23992151935157077,0.7265043686560351,0.7499517363577545,-0.04328278452157974,0.057119220495224,0.11073219031095505
0.0,0.0,0.001556702595937609,-0.5273418039438602,0.004490831215112143,-0.8477458802263609,-0.7725706844476069,-0.15590937324242843,-0.5777196941487516,0.7849453437403515,-0.004740035037374088,0.9999887659708204,-0.36519177566088895,-0.3348478078000991,0.5110879422144645,-0.2752611089315093,0.8099954902920741,-0.13733195572392004,0.5768472461156349,0.7751503663873778,-0.006808964069932699,0.22322849929332733,0.02247355505824089
0.0,0.0,-0.15309644955770707,-0.6199758207562109,-0.2795092467831901,-1.0140676857708328,-0.48560422293248234,-0.18074821027863422,0.05452032966908601,0.6916358895413689,0.5354383276627916,0.8445743290378135,-0.3404889961019145,-0.38519370911060746,0.5131035131769325,-0.6812502232275733,1.0708703243715427,-0.8509751873625767,1.1586875154477265,0.3051108335539809,-0.43685248494148254,-0.1707804948091507,0.38389909267425537
0.0,0.0,0.030918859617087756,-0.6293106832049195,0.04528303355681378,-1.0292250077442104,-0.8517643196640302,-0.33423888772391647,-0.636698321328436,0.7181453918072541,-0.016577058592045103,0.9998625911236183,-0.3874374839194743,-0.4652330659080659,0.5986483493936898,-0.36337083789950325,0.9346267312342386,-0.27568846152219567,0.6407707002761435,0.7627778311745821,-0.05685983598232269,-0.02692815661430359,-0.024355659261345863
0.0,0.0,0.25212351125000215,-0.5741301595761308,0.3352734744635978,-0.8851887027351273,0.3476991364118754,-0.26523827653830967,0.3430731473300763,0.6507503373958742,0.3052564972555965,0.9522701669606394,0.20216144930405705,-0.4126200119112783,0.7920973820454005,-0.36117294192660626,1.5336258386107247,-0.25130828847609404,1.0709893981704073,0.7959855586403873,0.16705091297626495,0.236453115940094,1.2500534057617188
0.0,0.0,-0.1325860528759732,-0.5827800443140841,-0.24720064951212287,-0.9663979856195576,-0.5320516437132908,-0.0969619694592312,-0.02587753960706106,0.7683713321267561,0.4652758576885542,0.8851657337765513,-0.34513949264001215,-0.3287701814726662,0.5040336527405754,-0.5981732559828964,1.000101223929271,-0.6991300723124648,1.0586700324650806,0.4054168946404064,-0.3815295100212097,-0.15810243785381317,0.34346702694892883
0.0,0.0,0.10255367976620966,-0.5387141040009209,0.13739425614592626,-0.9042219371519977,-0.32998492337442414,-0.17669549016769576,-0.18723892056480818,0.7522754306588589,0.14697921598602345,0.9891395806801656,-0.13950545949780252,-0.34248114694778725,0.6677700858462235,-0.32015014331353703,1.185010584466842,-0.2193296946262223,0.8475358855976729,0.7847108676304824,0.003890732303261757,0.032105639576911926,0.44219136238098145
0.0,0.0,0.046875473555555956,-0.7031693866068631,0.06431364682853642,-1.1622011770456115,-0.7627310646412382,-0.444393920723429,-0.5438667089957429,0.6567121451468223,0.03077734229388801,0.9995262653884213,-0.3495162325059944,-0.5766280540592896,0.6370417943889244,-0.4781952662161207,1.0189064660448823,-0.41456742871825314,0.6946890904603229,0.7094126863419761,0.006496611982584,-0.11301228404045105,0.07085586339235306
0.0,0.0,0.15864593139230906,-0.7308574509876207,0.31885442326830726,-1.1566665494851944,-1.1583758697933184,-0.9917390098427105,-1.3895680600474105,0.1355358632735999,-0.7271255788637307,0.6865044738106844,-0.4456638322752639,-0.813096620724605,0.35366067386575395,-0.4696118702150601,0.2437473493523162,-0.5277002720194749,-0.30993200147138916,0.3897339509474885,0.5055947303771973,-0.4513125419616699,-0.4928051829338074
0.0,0.0,0.01670234055267425,-0.6228246081670631,0.03916198422787459,-1.0568974136375147,-0.913605631298616,-0.37898199506704505,-0.6926481748806922,0.6766322251326513,-0.07689487076071631,0.9970392062756072,-0.4369669840050329,-0.4928231756090816,0.5622255423639608,-0.3574052939618982,0.8230722861567873,-0.2644586135385722,0.49599289630509225,0.7389104221931925,0.05780135467648506,-0.009482108056545258,-0.04449127987027168
0.0,0.0,0.00980549156751136,-0.8389977821034899,0.0126698356302127,-1.3826746542824448,-0.9724818190102084,-0.5403444333085546,-0.6233677978189544,0.6486245881501769,0.03550092530706209,0.9993696434764978,-0.4855846384996554,-0.6695125370481846,0.71004404806282,-0.5536898267013262,1.074131890463384,-0.5382281026635014,0.706855217343334,0.6745285273719989,0.004039129242300987,-0.19455337524414062,0.004068916663527489
0.0,0.0,0.062035713719869455,-0.743829108399744,0.09638594407408606,-1.1917530321986953,-0.8627270897118618,-0.47241889074550636,-0.6750987549492212,0.6556962301372141,-0.06881509403635712,0.9976294316191596,-0.3935607695152375,-0.5650406179619092,0.6553663423762969,-0.4170603348401575,0.9809807756721559,-0.334833675235668,0.596130404232497,0.7615963400797608,0.08150149136781693,-0.11178112030029297,0.013925855979323387
0.0,0.0,-0.1263765653440023,-0.7348840812395273,-0.19363011414649037,-1.1659045311507157,-1.0468677273086928,-0.27936637015695925,-0.6157391670741285,0.7816706581317949,0.11650403823441809,0.9931902179719015,-0.5637433602902183,-0.4901171726523338,0.5078025050770417,-0.567656122378567,0.8172132722059472,-0.5509676307296961,0.6903274632120142,0.587504028161038,-0.13474902510643005,-0.1921604424715042,-0.025811972096562386
0.0,0.0,-0.06431397492856011,-0.8328116987256593,-0.0856399570295827,-1.3073135783172316,-1.132972484647197,-0.4556846625080563,-0.7960121902016,0.7163896156102947,-0.042245179166131346,0.9991072739387005,-0.5801498197680547,-0.6013373766006891,0.549790431072536,-0.5578822628163511,0.7997108207463572,-0.5358376528814845,0.5396313543122444,0.6449938245346808,-0.04422760754823685,-0.22203585505485535,-0.09799320250749588
0.0,0.0,-0.035261224835855115,-0.6735304315210073,-0.05317614538176084,-1.0843035331289603,-0.9178794755494772,-0.2743953319041128,-0.589185162631363,0.7466357297987626,0.04090480166731272,0.9991630483562519,-0.46558020778685155,-0.43694723376271544,0.5789500700241491,-0.41212386767130454,0.8818611442179253,-0.34549764917471637,0.6158970605856415,0.6909534385144197,-0.0373292900621891,-0.10246188193559647,-0.014643408358097076
0.0,0.0,0.06667489635891265,-0.7330462417578263,0.1242926037395203,-1.1958989671636928,-0.9969551491881724,-0.5621497517341554,-0.8568797223612518,0.5818423734932318,-0.22006900146843938,0.9754843077121661,-0.43375622985143397,-0.6167172488250907,0.5868366371849988,-0.40450481072270267,0.8180265071906285,-0.3153933355447652,0.36306050839850196,0.7190581960850232,0.17206275463104248,-0.17930525541305542,-0.08147046715021133
0.0,0.0,-0.029684174882306322,-0.8684998553078007,-0.018851727628189437,-1.414234835254892,-1.341638936646455,-0.6785993924651668,-1.0843459180063395,0.5770578599401958,-0.25651414884294854,0.9665404758432922,-0.633272556660469,-0.7526306588322166,0.5040349682848536,-0.6401298433391238,0.6456064062864371,-0.6429985778074641,0.2948225365702496,0.5556814243252212,0.0964675173163414,-0.2755659222602844,-0.28243958950042725
0.0,0.0,0.06615365300190074,-0.6492495158526678,0.11914829741239608,-1.0177963590618935,-0.9254109312928815,-0.4512663002288327,-0.849335220368427,0.600749927351276,-0.2601495869396806,0.9655683261246267,-0.40624852925515403,-0.505886570174035,0.5086775683515006,-0.26882927006260116,0.6786868904104743,-0.13973845415453878,0.2767448717831618,0.7818290794825621,0.18428319692611694,-0.04437829181551933,-0.15650703012943268
0.0,0.0,0.057613787855822524,-0.6066446497457473,0.0879484615210576,-1.0072156613572316,-0.7811270151046747,-0.3279421015480196,-0.5573821206030062,0.6558150547976107,-0.004618907506051288,0.9999893327898306,-0.3688711561247191,-0.4412151884539234,0.66078246530932,-0.3305983461683237,1.0091219893672623,-0.24511304424256533,0.6521413581376501,0.7350077511058342,0.05332294851541519,-0.0353214256465435,0.06007925793528557
